ID,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText,color
1086.0,Ferrari,575M,575M,575M,FERRARI 575M,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,5,2007,Benzin,517,schwarz,26000,"\"Ab MFK\"",2,Schaltgetriebe manuell,White
1135.0,Bentley,CONTINENTAL,Continental FlyingSpur6.0,Continental FlyingSpur6.0,BENTLEY Continental FlyingSpur6.0,Limousine,5998,Zuzwil,423 g/km,Occasion,G,17.7 l/100km,4,Allrad,1,2006,Benzin,560,schwarz,43000,"\"Ab MFK\"",4,Automat,White
216.0,Rolls-royce,CORNICHE,CORNICHE Cabrio,Cabrio,ROLLS-ROYCE CORNICHE Cabrio,Cabriolet,6747,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1987,Benzin,0,schwarz,19720,"\"Ab MFK\"",4,Automatik-Getriebe,Yellow
217.0,Ferrari,F355,F355 Berlinetta,F355 Berlinetta,FERRARI F355 Berlinetta,Coupé,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,3,1998,Benzin,380,schwarz,28100,"\"Ab MFK\"",2,Automatik-Getriebe,Yellow
24.0,Bugatti,"",Veyron 16.4,Veyron 16.4,BUGATTI Veyron 16.4,Coupé,7993,Sursee,null,Occasion,null,null,2,Allrad,7,2008,Benzin,1001,anthrazit,20000,null,2,Automatik-Getriebe,Other
261.0,Mercedes-benz,CL 500,CL 500,CL 500,MERCEDES-BENZ CL 500,Coupé,4966,Zuzwil,270 g/km,Neu,G,11.4 l/100km,2,Hinterradantrieb,1,2005,Benzin,306,schwarz,165,"\"Ab MFK\"",4,Automat sequentiell,Grey
279.0,Porsche,PANAMERA,Panamera Turbo 4.8,Panamera Turbo 4.8,PORSCHE Panamera Turbo 4.8,Limousine,4806,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,5,Allrad,1,2010,Benzin,500,schwarz,47500,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Grey
283.0,Maserati,COUPÉ GT,Coupé GT,Coupé GT,MASERATI Coupé GT,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,6,2002,Benzin,390,braun,114800,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Grey
327.0,Mercedes-benz,ML 63 AMG,ML 63 AMG 4Matic,ML 63 AMG 4Matic,MERCEDES-BENZ ML 63 AMG 4Matic,SUV / Geländewagen,6209,Zuzwil,392 g/km,Occasion,G,16.5 l/100km,5,Allrad,3,2009,Benzin,510,schwarz,88500,"\"Ab MFK\"",5,Automat sequentiell,Grey
332.0,Renault,Alpine A110,Alpine A110 1600S VC,1600S VC,RENAULT Alpine A110 1600S VC,Coupé,1605,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,7,1972,Benzin,124,schwarz,34900,"\"Ab MFK\"",2,Schaltgetriebe,Grey
340.0,Mercedes-benz,E 500,E 500 Avantgarde,E 500 Avantgarde,MERCEDES-BENZ E 500 Avantgarde,Limousine,4966,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,5,2003,Benzin,306,beige,29200,"\"Ab MFK\"",5,Automat sequentiell,Grey
405.0,Ferrari,MONDIAL,Mondial 3.4 T,Mondial 3.4 T,FERRARI Mondial 3.4 T,Coupé,3402,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1992,Benzin,286,braun,56500,"\"Ab MFK\"",4,Schaltgetriebe manuell,Green
466.0,Mercedes-benz,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,6,2002,Benzin,306,anthrazit,36800,null,2,Automat,Red
471.0,Chrysler,300C,300C T 5.7 HEMI V8,300C T 5.7 HEMI V8,CHRYSLER 300C T 5.7 HEMI V8,Kombi,5654,Zuzwil,296 g/km,Occasion,G,12.5 l/100km,5,Hinterradantrieb,1,2007,Benzin,340,grau,47100,"\"Ab MFK\"",5,Automat sequentiell,Red
482.0,Bentley,ARNAGE,Arnage T,Arnage T,BENTLEY Arnage T,Limousine,6761,Zuzwil,495 g/km,Occasion,G,20.6 l/100km,4,Hinterradantrieb,5,2002,Benzin,457,braun,62000,"\"Ab MFK\"",5,Automat,Red
491.0,Mercedes-benz,SL 65 AMG,SL 65 AMG BLACK SERIES,BLACK SERIES,MERCEDES-BENZ SL 65 AMG BLACK SERIES,Coupé,5980,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,2012,Benzin,730,schwarz,43000,"\"Ab MFK\"",2,Automatik-Getriebe,Red
506.0,Mercedes-benz,E 50 AMG,E 50 AMG Avantgarde,E 50 AMG Avantgarde,MERCEDES-BENZ E 50 AMG Avantgarde,Limousine,4973,Zuzwil,null,Occasion,null,13.5 l/100km,4,Hinterradantrieb,11,1996,Benzin,347,schwarz,33700,"\"Ab MFK\"",5,Automat,Red
516.0,Mercedes-benz,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1991,Benzin,320,schwarz,55300,"\"Ab MFK\"",2,Automat,Black
52.0,Mercedes-benz,CLS 500,CLS 500,CLS 500,MERCEDES-BENZ CLS 500,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,12,2004,Benzin,306,schwarz,51000,"\"Ab MFK\"",4,Automat sequentiell,Blue
592.0,Bentley,BROOKLANDS,Brooklands,Brooklands,BENTLEY Brooklands,Limousine,6761,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,12,1995,Benzin,250,beige,124900,"\"Ab MFK\"",5,Automat,Black
613.0,BMW,M5,M5,M5,BMW M5,Limousine,4941,Zuzwil,336 g/km,Occasion,G,13.9 l/100km,4,Hinterradantrieb,1,2000,Benzin,400,schwarz,171000,null,5,Schaltgetriebe manuell,Black
668.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2002,Benzin,450,schwarz,91100,"\"Ab MFK\"",5,Automat sequentiell,Black
690.0,Audi,S3,S3 quattro,S3 quattro,AUDI S3 quattro,Limousine,1781,Zuzwil,226 g/km,Occasion,G,9.4 l/100km,3,Allrad,3,2002,Benzin,225,anthrazit,316200,"\"Ab MFK\"",5,Schaltgetriebe manuell,Black
754.0,Porsche,911,911 Carrera,911 Carrera,PORSCHE 911 Carrera,Coupé,3387,Zuzwil,null,Occasion,null,11.8 l/100km,2,Hinterradantrieb,5,1998,Benzin,300,beige,26000,"\"Ab MFK\"",4,Automatik-Getriebe,Black
778.0,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,11,2008,Benzin,580,schwarz,48200,null,5,Automat sequentiell,Black
790.0,Mercedes-benz,S 320,S 320,S 320,MERCEDES-BENZ S 320,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,3,1999,Benzin,224,beige,73700,"\"Ab MFK\"",5,Automat,Black
833.0,Mercedes-benz,R 500,R 500 4Matic,R 500 4Matic,MERCEDES-BENZ R 500 4Matic,Kombi,4966,Zuzwil,331 g/km,Neu,G,13.9 l/100km,5,Allrad,1,2006,Benzin,306,schwarz,500,"\"Ab MFK\"",6,Automat sequentiell,Black
881.0,Renault,R5,R5 Alpine,Alpine,RENAULT R5 Alpine,Kleinwagen,1397,Zuzwil,null,Occasion,null,null,3,Vorderradantrieb,7,1981,Benzin,93,mehrfarbig,147800,null,5,Schaltgetriebe,Silver
977.0,Mercedes-benz,E 50 AMG,E 50 AMG Avantgarde,E 50 AMG Avantgarde,MERCEDES-BENZ E 50 AMG Avantgarde,Limousine,4973,Zuzwil,315 g/km,Occasion,null,13.5 l/100km,4,Hinterradantrieb,2,1997,Benzin,347,schwarz,35600,"\"Ab MFK\"",5,Automat,Silver
997.0,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,2,2009,Benzin,580,schwarz,118800,"\"Ab MFK\"",5,Automat sequentiell,Silver
1003.0,Audi,A8,A8 4.2 quattro,A8 4.2 quattro,AUDI A8 4.2 quattro,Limousine,4172,Zuzwil,322 g/km,Occasion,null,13.5 l/100km,4,Allrad,1,1997,Benzin,300,schwarz,66300,"\"Ab MFK\"",5,Automat,Silver
1051.0,Mercedes-benz,SL 320,SL 320,SL 320,MERCEDES-BENZ SL 320,Cabriolet,3199,Zuzwil,274 g/km,Occasion,G,11.5 l/100km,2,Hinterradantrieb,8,1999,Benzin,224,null,83600,"\"Ab MFK\"",2,Automat,Silver
1079.0,Mercedes-benz,ML 400,ML 400 CDI,ML 400 CDI,MERCEDES-BENZ ML 400 CDI,SUV / Geländewagen,3996,Zuzwil,288 g/km,Occasion,G,10.9 l/100km,5,Allrad,2,2002,Diesel,250,schwarz,148300,"\"Ab MFK\"",5,Automat,White
108.0,Audi,RS6,RS6 Avant 4.0 TFSI V8 qu,RS6 Avant 4.0 TFSI V8 qu,AUDI RS6 Avant 4.0 TFSI V8 qu,Kombi,3993,Zuzwil,229 g/km,Neu,G,9.8 l/100km,5,Allrad,4,2014,Benzin,560,schwarz,100,"\"Ab MFK\", \"Tuning\"",5,Automat sequentiell,Blue
1083.0,Audi,A4,A4 3.0 V6,A4 3.0 V6,AUDI A4 3.0 V6,Limousine,2976,Zuzwil,233 g/km,Occasion,null,9.7 l/100km,4,Vorderradantrieb,2,2004,Benzin,220,schwarz,95300,"\"Ab MFK\"",5,Automatik-Getriebe,White
1141.0,Mercedes-benz,SL 320,SL 320,SL 320,MERCEDES-BENZ SL 320,Cabriolet,3199,Zuzwil,317 g/km,Occasion,null,13.4 l/100km,2,Hinterradantrieb,2,1997,Benzin,231,beige,70600,"\"Ab MFK\"",2,Automat,White
167.0,Lotus,ESPRIT,Esprit 3.5 V8 SE,Esprit 3.5 V8 SE,LOTUS Esprit 3.5 V8 SE,Coupé,3506,Zuzwil,366 g/km,Occasion,G,15.7 l/100km,2,Hinterradantrieb,7,2002,Benzin,354,schwarz,36700,"\"Ab MFK\"",2,Schaltgetriebe manuell,Blue
177.0,Mercedes-benz,CL 500,CL 500,CL 500,MERCEDES-BENZ CL 500,Coupé,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,9,2000,Benzin,306,grau,75100,"\"Ab MFK\"",4,Automat,Blue
23.0,Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,3,2003,Benzin,450,schwarz,121000,"\"Ab MFK\"",5,Automat sequentiell,Other
259.0,Lancia,DELTA,Delta HF Integrale Evo,Delta HF Integrale Evo,LANCIA Delta HF Integrale Evo,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,2,1992,Benzin,177,mehrfarbig,155000,"\"Ab MFK\"",5,Schaltgetriebe manuell,Grey
271.0,BMW,535,535i Touring,535i Touring,BMW 535i Touring,Kombi,2979,Zuzwil,179 g/km,Occasion,F,7.7 l/100km,5,Hinterradantrieb,7,2011,Benzin,306,beige,76500,"\"Ab MFK\"",5,Automat sequentiell,Grey
272.0,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,9,2003,Benzin,420,blau,63300,"\"Ab MFK\"",4,Schaltgetriebe manuell,Grey
394.0,Bentley,CONTINENTAL,Continental Supersports Conv.,Continental Supersports Conv.,BENTLEY Continental Supersports Conv.,Cabriolet,5998,Zuzwil,388 g/km,Occasion,G,16.7 l/100km,2,Allrad,9,2010,Benzin,630,mehrfarbig,15000,"\"Ab MFK\"",2,Automat sequentiell,Green
442.0,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,Coupé,3600,Zuzwil,307 g/km,Occasion,null,12.8 l/100km,2,Allrad,7,2008,Benzin,480,schwarz,9650,"\"Ab MFK\"",4,Automatik-Getriebe,Red
518.0,Seat,IBIZA,Ibiza 1.9 TDI FR,Ibiza 1.9 TDI FR,SEAT Ibiza 1.9 TDI FR,Kleinwagen,1896,Zuzwil,138 g/km,Occasion,D,5.1 l/100km,3,Vorderradantrieb,8,2005,Diesel,130,anthrazit,132200,"\"Ab MFK\"",5,Schaltgetriebe manuell,Black
542.0,Mercedes-benz,CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,Limousine,5461,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,9,2011,Benzin,525,beige,69200,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Black
563.0,Seat,LEON,Leon 2.0 TSI FR,Leon 2.0 TSI FR,SEAT Leon 2.0 TSI FR,Limousine,1984,Zuzwil,190 g/km,Occasion,G,7.9 l/100km,5,Vorderradantrieb,1,2009,Benzin,200,anthrazit,53300,"\"Ab MFK\"",5,Schaltgetriebe manuell,Black
569.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,10,2003,Benzin,450,schwarz,40900,"\"Ab MFK\"",5,Automat sequentiell,Black
663.0,VW,PHAETON,Phaeton 6.0 W12 4Motion,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,11,2002,Benzin,420,grau,175000,"\"Ab MFK\"",5,Automat sequentiell,Black
67.0,Porsche,924,924 Turbo,Turbo,PORSCHE 924 Turbo,Coupé,1984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1981,Benzin,170,mehrfarbig,114000,"\"Ab MFK\"",4,Schaltgetriebe manuell,Blue
797.0,Lincoln,Continental,Continental,null,LINCOLN Continental,Limousine,4602,Zuzwil,null,Occasion,null,null,4,Vorderradantrieb,2,2002,Benzin,0,beige,119600,"\"Ab MFK\"",5,Automat,Black
832.0,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,10,2000,Benzin,420,schwarz,80000,"\"Ab MFK\"",4,Automatik-Getriebe,Black
85.0,BMW,M3,M3,M3,BMW M3,Cabriolet,3246,Zuzwil,328 g/km,Occasion,G,13.6 l/100km,2,Hinterradantrieb,5,2002,Benzin,343,grau,49600,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Blue
879.0,VW,GOLF,Golf R32 4Motion,Golf R32 4Motion,VW Golf R32 4Motion,Limousine,3189,Zuzwil,235 g/km,Occasion,G,9.8 l/100km,5,Allrad,2,2007,Benzin,250,schwarz,105800,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe,Silver
897.0,Renault,ALPINE,Alpine A610 Turbo,Alpine A610 Turbo,RENAULT Alpine A610 Turbo,Coupé,2962,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1992,Benzin,250,anthrazit,71600,"\"Ab MFK\"",4,Schaltgetriebe manuell,Silver
934.0,Toyota,CARINA,CARINA Deluxe,Deluxe,TOYOTA CARINA Deluxe,Limousine,1589,Zuzwil,null,Oldtimer,null,null,4,Hinterradantrieb,11,1972,Benzin,0,mehrfarbig,57700,"\"Ab MFK\"",5,Schaltgetriebe,Silver
998.0,Ferrari,612,612,612,FERRARI 612,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,10,2004,Benzin,540,beige,42200,"\"Ab MFK\"",4,Automatik-Getriebe,Silver
1004.0,Lamborghini,GALLARDO,Gallardo 5.0 V10 Coupé SE,Gallardo 5.0 V10 Coupé SE,LAMBORGHINI Gallardo 5.0 V10 Coupé SE,Coupé,4961,Zuzwil,400 g/km,Occasion,G,17.0 l/100km,2,Allrad,1,2006,Benzin,520,schwarz,20000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Silver
1023.0,Renault,ALPINE,ALPINE 1600 VF,1600 VF,RENAULT ALPINE 1600 VF,Coupé,1605,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,8,1976,Benzin,140,schwarz,42940,"\"Ab MFK\"",4,Schaltgetriebe,Silver
1037.0,Triumph,Dolomite,Dolomite Sprint,Sprint,TRIUMPH Dolomite Sprint,Limousine,1997,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1977,Benzin,128,schwarz,12800,"\"Ab MFK\"",5,Schaltgetriebe manuell,Silver
1073.0,Renault,R5,R5 1400 Alpine Turbo,R5 1400 Alpine Turbo,RENAULT R5 1400 Alpine Turbo,Kleinwagen,1397,Zuzwil,null,Occasion,null,null,3,Vorderradantrieb,3,1982,Benzin,108,beige,77900,"\"Ab MFK\"",4,Schaltgetriebe manuell,Other
1075.0,Lamborghini,DIABLO,Diablo 5.7 SV,Diablo 5.7 SV,LAMBORGHINI Diablo 5.7 SV,Coupé,5707,Porrentruy,575 g/km,Occasion,null,24.9 l/100km,2,Hinterradantrieb,1,1999,Benzin,530,bordeaux,44500,null,2,Schaltgetriebe manuell,Other
1090.0,BMW,330,330i,330i,BMW 330i,Limousine,2979,Zuzwil,238 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,9,2000,Benzin,231,schwarz,49700,"\"Ab MFK\"",5,Automat,White
117.0,Mercedes-benz,E 320,E 320 Avantgarde,E 320 Avantgarde,MERCEDES-BENZ E 320 Avantgarde,Kombi,3199,Zuzwil,259 g/km,Occasion,G,10.8 l/100km,5,Hinterradantrieb,5,2001,Benzin,224,grau,83000,"\"Ab MFK\"",5,Automat,Blue
136.0,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,3,2002,Benzin,420,blau,132600,"\"Ab MFK\", \"Tuning\"",4,Schaltgetriebe manuell,Blue
151.0,Maserati,QUATTROPORTE,Quattroporte 4.7 S,Quattroporte 4.7 S,MASERATI Quattroporte 4.7 S,Limousine,4691,Zuzwil,365 g/km,Occasion,G,15.7 l/100km,4,Hinterradantrieb,2,2009,Benzin,431,beige,96000,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automat sequentiell,Blue
228.0,Toyota,CAMRY,CAMRY 2000 GLi Super Liftback,2000 GLi Super Liftback,TOYOTA CAMRY 2000 GLi Super Liftback,Limousine,1994,Safenwil,null,Oldtimer,null,null,4,Vorderradantrieb,5,1985,Benzin,105,blau,58100,"\"Ab MFK\"",0,Automatik-Getriebe,Yellow
246.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2003,Benzin,450,schwarz,39000,"\"Ab MFK\"",5,Automat sequentiell,Grey
343.0,Mercedes-benz,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,6,1997,Benzin,320,blau,106000,"\"Ab MFK\"",2,Automat,Grey
356.0,Porsche,911,911 GT2,911 GT2,PORSCHE 911 GT2,Coupé,3600,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,5,2009,Benzin,530,schwarz,44600,"\"Ab MFK\"",2,Schaltgetriebe manuell,Grey
396.0,Fiat,Dino,Dino 2400 Coupé,2400 Coupé,FIAT Dino 2400 Coupé,Coupé,2418,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1972,Benzin,180,mehrfarbig,131000,"\"Ab MFK\"",4,Schaltgetriebe,Green
477.0,Mercedes-benz,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1993,Benzin,394,schwarz,68900,"\"Ab MFK\"",2,Automat,Red
496.0,Dodge,"",B 200,B 200,DODGE B 200,Kompaktvan / Minivan,5893,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,7,1979,Benzin,0,mehrfarbig,13800,"\"Ab MFK\"",7,Automat,Red
501.0,Porsche,911,911 Turbo S,911 Turbo S,PORSCHE 911 Turbo S,Coupé,3800,Zuzwil,227 g/km,Neu,G,9.7 l/100km,2,Allrad,1,2015,Benzin,560,schwarz,100,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Red
507.0,BMW,X5,X5 4.8is,X5 4.8is,BMW X5 4.8is,SUV / Geländewagen,4799,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,5,Allrad,8,2004,Benzin,360,schwarz,61900,"\"Ab MFK\"",5,Automat sequentiell,Red
559.0,Porsche,911,911 Carrera 4,911 Carrera 4,PORSCHE 911 Carrera 4,Coupé,3387,Zuzwil,null,Occasion,null,11.8 l/100km,2,Allrad,5,1999,Benzin,300,blau,77800,"\"Ab MFK\"",4,Automatik-Getriebe,Black
605.0,Alfa Romeo,SPIDER,Spider 2.0,Spider 2.0,ALFA ROMEO Spider 2.0,Cabriolet,1961,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1988,Benzin,115,grau,69300,null,2,Schaltgetriebe manuell,Black
64.0,Hummer,H3,H3 3.5 Luxury,H3 3.5 Luxury,HUMMER H3 3.5 Luxury,SUV / Geländewagen,3462,Zuzwil,333 g/km,Occasion,G,13.9 l/100km,5,Allrad,1,2006,Benzin,223,mehrfarbig,127700,"\"Ab MFK\"",5,Automat,Blue
648.0,BMW,M6,M6,M6,BMW M6,Cabriolet,4999,Zuzwil,366 g/km,Occasion,G,15.2 l/100km,2,Hinterradantrieb,4,2007,Benzin,507,schwarz,48000,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Black
651.0,Mercedes-benz,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,Cabriolet,5513,Zuzwil,326 g/km,Occasion,G,13.9 l/100km,2,Hinterradantrieb,1,2008,Benzin,517,beige,29100,"\"Ab MFK\"",2,Automat sequentiell,Black
665.0,Audi,S5,S5 Coupé 4.2 FSI quattro,S5 Coupé 4.2 FSI quattro,AUDI S5 Coupé 4.2 FSI quattro,Coupé,4163,Zuzwil,298 g/km,Occasion,G,12.4 l/100km,2,Allrad,5,2008,Benzin,353,schwarz,67700,"\"Ab MFK\"",4,Schaltgetriebe manuell,Black
687.0,Lamborghini,GALLARDO,GallardoLP570-4CpéTecnica,GallardoLP570-4CpéTecnica,LAMBORGHINI GallardoLP570-4CpéTecnica,Coupé,5204,St. Gallen,319 g/km,Occasion,G,13.5 l/100km,2,Allrad,9,2014,Benzin,570,schwarz,1700,"\"Ab MFK\"",2,Automat sequentiell,Black
694.0,Mercedes-benz,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1992,Benzin,320,grau,125600,"\"Ab MFK\"",2,Automat,Black
704.0,Bentley,CONTINENTAL,Continental GT Speed 6.0,Continental GT Speed 6.0,BENTLEY Continental GT Speed 6.0,Coupé,5998,Zuzwil,396 g/km,Occasion,G,16.6 l/100km,2,Allrad,5,2008,Benzin,610,braun,36900,"\"Ab MFK\"",4,Automat sequentiell,Black
77.0,Porsche,PANAMERA,Panamera Turbo 4.8,Panamera Turbo 4.8,PORSCHE Panamera Turbo 4.8,Limousine,4806,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,5,Allrad,1,2010,Benzin,500,schwarz,26800,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Blue
811.0,BMW,535,535d xDrive,535d xDrive,BMW 535d xDrive,Limousine,2993,Zuzwil,149 g/km,Occasion,D,5.7 l/100km,4,Allrad,4,2012,Diesel,313,grau,82000,"\"Ab MFK\"",5,Automat sequentiell,Black
835.0,Porsche,911,911 Carrera 4,911 Carrera 4,PORSCHE 911 Carrera 4,Coupé,3387,Zuzwil,295 g/km,Occasion,null,12.0 l/100km,2,Allrad,4,1999,Benzin,300,null,35100,"\"Ab MFK\"",4,Schaltgetriebe manuell,Silver
858.0,Chevrolet,CORVETTE,Corvette ZR1,Corvette ZR1,CHEVROLET Corvette ZR1,Coupé,6162,Zuzwil,355 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,7,2009,Benzin,647,schwarz,4000,"\"Ab MFK\"",2,Schaltgetriebe manuell,Silver
994.0,BMW,2002,2002 Turbo,Turbo,BMW 2002 Turbo,Limousine,1990,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,6,1974,Benzin,170,schwarz,578,"\"Ab MFK\"",4,Schaltgetriebe,Silver
1039.0,BMW,M6,M6,M6,BMW M6,Cabriolet,4999,Zuzwil,366 g/km,Occasion,G,15.2 l/100km,2,Hinterradantrieb,2,2007,Benzin,507,weiss,32000,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Silver
1057.0,Porsche,911,911 GT2,911 GT2,PORSCHE 911 GT2,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,9,2001,Benzin,462,schwarz,53400,"\"Ab MFK\"",4,Schaltgetriebe manuell,Silver
112.0,Ford (usa),EXPLORER,Explorer 4.0 Ltd. Edition,Explorer 4.0 Ltd. Edition,FORD (USA) Explorer 4.0 Ltd. Edition,SUV / Geländewagen,4011,Zuzwil,350 g/km,Occasion,null,13.7 l/100km,5,Allrad,9,1999,Benzin,197,beige,50100,"\"Ab MFK\"",5,Automat,Blue
115.0,Mercedes-benz,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,12,2008,Benzin,517,schwarz,41000,"\"Ab MFK\"",2,Automat sequentiell,Blue
138.0,Mercedes-benz,SL 320,SL 320,SL 320,MERCEDES-BENZ SL 320,Cabriolet,3199,Zuzwil,274 g/km,Occasion,G,11.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,224,schwarz,25100,"\"Ab MFK\"",2,Automat,Blue
187.0,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,700,schwarz,46000,"\"Ab MFK\"",5,Automat sequentiell,Blue
19.0,BMW-alpina,3 SERIES,3 SERIES B8,B8,BMW-ALPINA 3 SERIES B8,Limousine,4617,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,1,1999,Benzin,333,mehrfarbig,146500,"\"Ab MFK\"",5,Schaltgetriebe,Other
22.0,Renault,Alpine A110,Alpine A110 1600S Gruppe 5 look,1600S Gruppe 5 look,RENAULT Alpine A110 1600S Gruppe 5 look,Coupé,1565,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1971,null,170,schwarz,19200,"\"Rennwagen\"",2,Schaltgetriebe,Other
