ID,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText
1083.0,AUDI,A4,A4 3.0 V6,A4 3.0 V6,AUDI A4 3.0 V6,weiss,Limousine,2976,Zuzwil,233 g/km,Occasion,null,9.7 l/100km,4,Vorderradantrieb,2,2004,Benzin,220,schwarz,95300,"\"Ab MFK\"",5,Automatik-Getriebe
1141.0,MERCEDES-BENZ,SL 320,SL 320,SL 320,MERCEDES-BENZ SL 320,weiss mét.,Cabriolet,3199,Zuzwil,317 g/km,Occasion,null,13.4 l/100km,2,Hinterradantrieb,2,1997,Benzin,231,beige,70600,"\"Ab MFK\"",2,Automat
167.0,LOTUS,ESPRIT,Esprit 3.5 V8 SE,Esprit 3.5 V8 SE,LOTUS Esprit 3.5 V8 SE,blau mét.,Coupé,3506,Zuzwil,366 g/km,Occasion,G,15.7 l/100km,2,Hinterradantrieb,7,2002,Benzin,354,schwarz,36700,"\"Ab MFK\"",2,Schaltgetriebe manuell
177.0,MERCEDES-BENZ,CL 500,CL 500,CL 500,MERCEDES-BENZ CL 500,blau mét.,Coupé,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,9,2000,Benzin,306,grau,75100,"\"Ab MFK\"",4,Automat
23.0,PORSCHE,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,anthrazit mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,3,2003,Benzin,450,schwarz,121000,"\"Ab MFK\"",5,Automat sequentiell
259.0,LANCIA,DELTA,Delta HF Integrale Evo,Delta HF Integrale Evo,LANCIA Delta HF Integrale Evo,grau,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,2,1992,Benzin,177,mehrfarbig,155000,"\"Ab MFK\"",5,Schaltgetriebe manuell
271.0,BMW,535,535i Touring,535i Touring,BMW 535i Touring,grau mét.,Kombi,2979,Zuzwil,179 g/km,Occasion,F,7.7 l/100km,5,Hinterradantrieb,7,2011,Benzin,306,beige,76500,"\"Ab MFK\"",5,Automat sequentiell
272.0,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,grau mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,9,2003,Benzin,420,blau,63300,"\"Ab MFK\"",4,Schaltgetriebe manuell
394.0,BENTLEY,CONTINENTAL,Continental Supersports Conv.,Continental Supersports Conv.,BENTLEY Continental Supersports Conv.,grün mét.,Cabriolet,5998,Zuzwil,388 g/km,Occasion,G,16.7 l/100km,2,Allrad,9,2010,Benzin,630,mehrfarbig,15000,"\"Ab MFK\"",2,Automat sequentiell
442.0,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,rot,Coupé,3600,Zuzwil,307 g/km,Occasion,null,12.8 l/100km,2,Allrad,7,2008,Benzin,480,schwarz,9650,"\"Ab MFK\"",4,Automatik-Getriebe
518.0,SEAT,IBIZA,Ibiza 1.9 TDI FR,Ibiza 1.9 TDI FR,SEAT Ibiza 1.9 TDI FR,schwarz,Kleinwagen,1896,Zuzwil,138 g/km,Occasion,D,5.1 l/100km,3,Vorderradantrieb,8,2005,Diesel,130,anthrazit,132200,"\"Ab MFK\"",5,Schaltgetriebe manuell
542.0,MERCEDES-BENZ,CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,schwarz,Limousine,5461,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,9,2011,Benzin,525,beige,69200,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
563.0,SEAT,LEON,Leon 2.0 TSI FR,Leon 2.0 TSI FR,SEAT Leon 2.0 TSI FR,schwarz,Limousine,1984,Zuzwil,190 g/km,Occasion,G,7.9 l/100km,5,Vorderradantrieb,1,2009,Benzin,200,anthrazit,53300,"\"Ab MFK\"",5,Schaltgetriebe manuell
569.0,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,schwarz,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,10,2003,Benzin,450,schwarz,40900,"\"Ab MFK\"",5,Automat sequentiell
663.0,VW,PHAETON,Phaeton 6.0 W12 4Motion,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion,schwarz mét.,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,11,2002,Benzin,420,grau,175000,"\"Ab MFK\"",5,Automat sequentiell
67.0,PORSCHE,924,924 Turbo,Turbo,PORSCHE 924 Turbo,blau,Coupé,1984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1981,Benzin,170,mehrfarbig,114000,"\"Ab MFK\"",4,Schaltgetriebe manuell
797.0,LINCOLN,Continental,Continental,null,LINCOLN Continental,schwarz mét.,Limousine,4602,Zuzwil,null,Occasion,null,null,4,Vorderradantrieb,2,2002,Benzin,0,beige,119600,"\"Ab MFK\"",5,Automat
832.0,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,schwarz mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,10,2000,Benzin,420,schwarz,80000,"\"Ab MFK\"",4,Automatik-Getriebe
85.0,BMW,M3,M3,M3,BMW M3,blau mét.,Cabriolet,3246,Zuzwil,328 g/km,Occasion,G,13.6 l/100km,2,Hinterradantrieb,5,2002,Benzin,343,grau,49600,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
879.0,VW,GOLF,Golf R32 4Motion,Golf R32 4Motion,VW Golf R32 4Motion,silber mét.,Limousine,3189,Zuzwil,235 g/km,Occasion,G,9.8 l/100km,5,Allrad,2,2007,Benzin,250,schwarz,105800,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
897.0,RENAULT,ALPINE,Alpine A610 Turbo,Alpine A610 Turbo,RENAULT Alpine A610 Turbo,silber mét.,Coupé,2962,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1992,Benzin,250,anthrazit,71600,"\"Ab MFK\"",4,Schaltgetriebe manuell
934.0,TOYOTA,CARINA,CARINA Deluxe,Deluxe,TOYOTA CARINA Deluxe,silber mét.,Limousine,1589,Zuzwil,null,Oldtimer,null,null,4,Hinterradantrieb,11,1972,Benzin,0,mehrfarbig,57700,"\"Ab MFK\"",5,Schaltgetriebe
998.0,FERRARI,612,612,612,FERRARI 612,silber mét.,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,10,2004,Benzin,540,beige,42200,"\"Ab MFK\"",4,Automatik-Getriebe
1004.0,LAMBORGHINI,GALLARDO,Gallardo 5.0 V10 Coupé SE,Gallardo 5.0 V10 Coupé SE,LAMBORGHINI Gallardo 5.0 V10 Coupé SE,silber mét.,Coupé,4961,Zuzwil,400 g/km,Occasion,G,17.0 l/100km,2,Allrad,1,2006,Benzin,520,schwarz,20000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
1023.0,RENAULT,ALPINE,ALPINE 1600 VF,1600 VF,RENAULT ALPINE 1600 VF,silber mét.,Coupé,1605,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,8,1976,Benzin,140,schwarz,42940,"\"Ab MFK\"",4,Schaltgetriebe
1037.0,TRIUMPH,Dolomite,Dolomite Sprint,Sprint,TRIUMPH Dolomite Sprint,silber mét.,Limousine,1997,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1977,Benzin,128,schwarz,12800,"\"Ab MFK\"",5,Schaltgetriebe manuell
1073.0,RENAULT,R5,R5 1400 Alpine Turbo,R5 1400 Alpine Turbo,RENAULT R5 1400 Alpine Turbo,violett mét.,Kleinwagen,1397,Zuzwil,null,Occasion,null,null,3,Vorderradantrieb,3,1982,Benzin,108,beige,77900,"\"Ab MFK\"",4,Schaltgetriebe manuell
1075.0,LAMBORGHINI,DIABLO,Diablo 5.7 SV,Diablo 5.7 SV,LAMBORGHINI Diablo 5.7 SV,violett mét.,Coupé,5707,Porrentruy,575 g/km,Occasion,null,24.9 l/100km,2,Hinterradantrieb,1,1999,Benzin,530,bordeaux,44500,null,2,Schaltgetriebe manuell
1090.0,BMW,330,330i,330i,BMW 330i,weiss,Limousine,2979,Zuzwil,238 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,9,2000,Benzin,231,schwarz,49700,"\"Ab MFK\"",5,Automat
117.0,MERCEDES-BENZ,E 320,E 320 Avantgarde,E 320 Avantgarde,MERCEDES-BENZ E 320 Avantgarde,blau mét.,Kombi,3199,Zuzwil,259 g/km,Occasion,G,10.8 l/100km,5,Hinterradantrieb,5,2001,Benzin,224,grau,83000,"\"Ab MFK\"",5,Automat
136.0,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,blau mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,3,2002,Benzin,420,blau,132600,"\"Ab MFK\", \"Tuning\"",4,Schaltgetriebe manuell
151.0,MASERATI,QUATTROPORTE,Quattroporte 4.7 S,Quattroporte 4.7 S,MASERATI Quattroporte 4.7 S,blau mét.,Limousine,4691,Zuzwil,365 g/km,Occasion,G,15.7 l/100km,4,Hinterradantrieb,2,2009,Benzin,431,beige,96000,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automat sequentiell
228.0,TOYOTA,CAMRY,CAMRY 2000 GLi Super Liftback,2000 GLi Super Liftback,TOYOTA CAMRY 2000 GLi Super Liftback,gelb,Limousine,1994,Safenwil,null,Oldtimer,null,null,4,Vorderradantrieb,5,1985,Benzin,105,blau,58100,"\"Ab MFK\"",0,Automatik-Getriebe
246.0,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,grau,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2003,Benzin,450,schwarz,39000,"\"Ab MFK\"",5,Automat sequentiell
343.0,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,grau mét.,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,6,1997,Benzin,320,blau,106000,"\"Ab MFK\"",2,Automat
356.0,PORSCHE,911,911 GT2,911 GT2,PORSCHE 911 GT2,grau mét.,Coupé,3600,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,5,2009,Benzin,530,schwarz,44600,"\"Ab MFK\"",2,Schaltgetriebe manuell
396.0,FIAT,Dino,Dino 2400 Coupé,2400 Coupé,FIAT Dino 2400 Coupé,grün mét.,Coupé,2418,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1972,Benzin,180,mehrfarbig,131000,"\"Ab MFK\"",4,Schaltgetriebe
477.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,rot,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1993,Benzin,394,schwarz,68900,"\"Ab MFK\"",2,Automat
496.0,DODGE,"",B 200,B 200,DODGE B 200,rot,Kompaktvan / Minivan,5893,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,7,1979,Benzin,0,mehrfarbig,13800,"\"Ab MFK\"",7,Automat
501.0,PORSCHE,911,911 Turbo S,911 Turbo S,PORSCHE 911 Turbo S,rot mét.,Coupé,3800,Zuzwil,227 g/km,Neu,G,9.7 l/100km,2,Allrad,1,2015,Benzin,560,schwarz,100,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
507.0,BMW,X5,X5 4.8is,X5 4.8is,BMW X5 4.8is,rot mét.,SUV / Geländewagen,4799,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,5,Allrad,8,2004,Benzin,360,schwarz,61900,"\"Ab MFK\"",5,Automat sequentiell
559.0,PORSCHE,911,911 Carrera 4,911 Carrera 4,PORSCHE 911 Carrera 4,schwarz,Coupé,3387,Zuzwil,null,Occasion,null,11.8 l/100km,2,Allrad,5,1999,Benzin,300,blau,77800,"\"Ab MFK\"",4,Automatik-Getriebe
605.0,ALFA ROMEO,SPIDER,Spider 2.0,Spider 2.0,ALFA ROMEO Spider 2.0,schwarz mét.,Cabriolet,1961,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1988,Benzin,115,grau,69300,null,2,Schaltgetriebe manuell
64.0,HUMMER,H3,H3 3.5 Luxury,H3 3.5 Luxury,HUMMER H3 3.5 Luxury,blau,SUV / Geländewagen,3462,Zuzwil,333 g/km,Occasion,G,13.9 l/100km,5,Allrad,1,2006,Benzin,223,mehrfarbig,127700,"\"Ab MFK\"",5,Automat
648.0,BMW,M6,M6,M6,BMW M6,schwarz mét.,Cabriolet,4999,Zuzwil,366 g/km,Occasion,G,15.2 l/100km,2,Hinterradantrieb,4,2007,Benzin,507,schwarz,48000,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
651.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,schwarz mét.,Cabriolet,5513,Zuzwil,326 g/km,Occasion,G,13.9 l/100km,2,Hinterradantrieb,1,2008,Benzin,517,beige,29100,"\"Ab MFK\"",2,Automat sequentiell
665.0,AUDI,S5,S5 Coupé 4.2 FSI quattro,S5 Coupé 4.2 FSI quattro,AUDI S5 Coupé 4.2 FSI quattro,schwarz mét.,Coupé,4163,Zuzwil,298 g/km,Occasion,G,12.4 l/100km,2,Allrad,5,2008,Benzin,353,schwarz,67700,"\"Ab MFK\"",4,Schaltgetriebe manuell
687.0,LAMBORGHINI,GALLARDO,GallardoLP570-4CpéTecnica,GallardoLP570-4CpéTecnica,LAMBORGHINI GallardoLP570-4CpéTecnica,schwarz mét.,Coupé,5204,St. Gallen,319 g/km,Occasion,G,13.5 l/100km,2,Allrad,9,2014,Benzin,570,schwarz,1700,"\"Ab MFK\"",2,Automat sequentiell
694.0,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,schwarz mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1992,Benzin,320,grau,125600,"\"Ab MFK\"",2,Automat
704.0,BENTLEY,CONTINENTAL,Continental GT Speed 6.0,Continental GT Speed 6.0,BENTLEY Continental GT Speed 6.0,schwarz mét.,Coupé,5998,Zuzwil,396 g/km,Occasion,G,16.6 l/100km,2,Allrad,5,2008,Benzin,610,braun,36900,"\"Ab MFK\"",4,Automat sequentiell
77.0,PORSCHE,PANAMERA,Panamera Turbo 4.8,Panamera Turbo 4.8,PORSCHE Panamera Turbo 4.8,blau,Limousine,4806,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,5,Allrad,1,2010,Benzin,500,schwarz,26800,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
811.0,BMW,535,535d xDrive,535d xDrive,BMW 535d xDrive,schwarz mét.,Limousine,2993,Zuzwil,149 g/km,Occasion,D,5.7 l/100km,4,Allrad,4,2012,Diesel,313,grau,82000,"\"Ab MFK\"",5,Automat sequentiell
835.0,PORSCHE,911,911 Carrera 4,911 Carrera 4,PORSCHE 911 Carrera 4,silber,Coupé,3387,Zuzwil,295 g/km,Occasion,null,12.0 l/100km,2,Allrad,4,1999,Benzin,300,null,35100,"\"Ab MFK\"",4,Schaltgetriebe manuell
858.0,CHEVROLET,CORVETTE,Corvette ZR1,Corvette ZR1,CHEVROLET Corvette ZR1,silber,Coupé,6162,Zuzwil,355 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,7,2009,Benzin,647,schwarz,4000,"\"Ab MFK\"",2,Schaltgetriebe manuell
994.0,BMW,2002,2002 Turbo,Turbo,BMW 2002 Turbo,silber mét.,Limousine,1990,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,6,1974,Benzin,170,schwarz,578,"\"Ab MFK\"",4,Schaltgetriebe
1039.0,BMW,M6,M6,M6,BMW M6,silber mét.,Cabriolet,4999,Zuzwil,366 g/km,Occasion,G,15.2 l/100km,2,Hinterradantrieb,2,2007,Benzin,507,weiss,32000,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
1057.0,PORSCHE,911,911 GT2,911 GT2,PORSCHE 911 GT2,silber mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,9,2001,Benzin,462,schwarz,53400,"\"Ab MFK\"",4,Schaltgetriebe manuell
112.0,FORD (USA),EXPLORER,Explorer 4.0 Ltd. Edition,Explorer 4.0 Ltd. Edition,FORD (USA) Explorer 4.0 Ltd. Edition,blau mét.,SUV / Geländewagen,4011,Zuzwil,350 g/km,Occasion,null,13.7 l/100km,5,Allrad,9,1999,Benzin,197,beige,50100,"\"Ab MFK\"",5,Automat
115.0,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,blau mét.,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,12,2008,Benzin,517,schwarz,41000,"\"Ab MFK\"",2,Automat sequentiell
138.0,MERCEDES-BENZ,SL 320,SL 320,SL 320,MERCEDES-BENZ SL 320,blau mét.,Cabriolet,3199,Zuzwil,274 g/km,Occasion,G,11.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,224,schwarz,25100,"\"Ab MFK\"",2,Automat
187.0,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,blau mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,700,schwarz,46000,"\"Ab MFK\"",5,Automat sequentiell
19.0,BMW-ALPINA,3 SERIES,3 SERIES B8,B8,BMW-ALPINA 3 SERIES B8,anthrazit mét.,Limousine,4617,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,1,1999,Benzin,333,mehrfarbig,146500,"\"Ab MFK\"",5,Schaltgetriebe
22.0,RENAULT,Alpine A110,Alpine A110 1600S Gruppe 5 look,1600S Gruppe 5 look,RENAULT Alpine A110 1600S Gruppe 5 look,anthrazit mét.,Coupé,1565,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1971,null,170,schwarz,19200,"\"Rennwagen\"",2,Schaltgetriebe
319.0,MG,MGC,C GT,GT,MG MGC GT,grau mét.,Coupé,2912,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,8,1968,Benzin,135,mehrfarbig,48800,"\"Ab MFK\"",4,Schaltgetriebe
361.0,MERCEDES-BENZ,SLK 350,SLK 350,SLK 350,MERCEDES-BENZ SLK 350,grau mét.,Cabriolet,3498,Zuzwil,255 g/km,Occasion,null,10.6 l/100km,2,Hinterradantrieb,3,2008,Benzin,272,schwarz,70400,"\"Ab MFK\"",2,Automatik-Getriebe
385.0,MERCEDES-BENZ,S 600,S 600,S 600,MERCEDES-BENZ S 600,grün,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1996,Benzin,394,schwarz,88500,"\"Ab MFK\"",4,Automat
398.0,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,grün mét.,Cabriolet,4966,Zuzwil,300 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,4,1999,Benzin,306,schwarz,16300,"\"Ab MFK\"",0,Automat
40.0,MERCEDES-BENZ,E 55 AMG,E 55 AMG Avantgarde,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,beige mét.,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,6,1998,Benzin,354,schwarz,49900,"\"Ab MFK\"",5,Automat
521.0,MERCEDES-BENZ,500,500 SE,500 SE,MERCEDES-BENZ 500 SE,schwarz,Limousine,4971,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1991,Benzin,320,grau,156300,"\"Ab MFK\"",5,Automat
54.0,LAND ROVER,RANGE ROVER SPORT,Range Rover Sport 4.2 V8 SC,Range Rover Sport 4.2 V8 SC,LAND ROVER Range Rover Sport 4.2 V8 SC,blau,SUV / Geländewagen,4197,Zuzwil,374 g/km,Occasion,G,15.9 l/100km,5,Allrad,6,2006,Benzin,390,schwarz,49900,null,5,Automat
564.0,JAGUAR,E,E E-Type III,E-Type III,JAGUAR E E-Type III,schwarz,Cabriolet,5343,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1974,Benzin,269,schwarz,49200,"\"Ab MFK\"",2,Automat
580.0,MERCEDES-BENZ,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,schwarz,Coupé,5786,Zuzwil,321 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,6,2000,Benzin,367,schwarz,103800,"\"Ab MFK\"",4,Automat
738.0,BMW,M5,M5,M5,BMW M5,schwarz mét.,Limousine,4395,Zuzwil,232 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,1,2012,Benzin,560,schwarz,12000,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
780.0,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,schwarz mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,6,2003,Benzin,450,braun,41100,"\"Ab MFK\"",5,Automat sequentiell
787.0,FERRARI,612,612,612,FERRARI 612,schwarz mét.,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,4,2005,Benzin,540,beige,36000,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
80.0,LANCIA,DELTA,DELTA Integrale EVO,Integrale EVO,LANCIA DELTA Integrale EVO,blau,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,2,1995,Benzin,212,beige,68000,"\"Ab MFK\"",5,Schaltgetriebe
820.0,PORSCHE,911,911 Carrera 4,911 Carrera 4,PORSCHE 911 Carrera 4,schwarz mét.,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Allrad,2,1995,Benzin,272,blau,134100,"\"Ab MFK\"",4,Schaltgetriebe manuell
891.0,FERRARI,F360,F360 Spider,F360 Spider,FERRARI F360 Spider,silber mét.,Cabriolet,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,5,2001,Benzin,400,schwarz,41000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
1097.0,FERRARI,599,599 GTB,599 GTB,FERRARI 599 GTB,weiss,Coupé,5999,Zuzwil,490 g/km,Occasion,G,21.3 l/100km,2,Hinterradantrieb,4,2007,Benzin,620,beige,22000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
1139.0,MINI,MINI,1000,1000,MINI MINI 1000,weiss,Limousine,998,Safenwil,null,Oldtimer,null,null,2,Vorderradantrieb,7,1976,Benzin,40,braun,44300,"\"Ab MFK\"",4,Schaltgetriebe manuell
125.0,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,blau mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,mehrfarbig,114200,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automat
168.0,SUBARU,IMPREZA,Impreza 2.5T WRX,Impreza 2.5T WRX,SUBARU Impreza 2.5T WRX,blau mét.,Limousine,2457,Zuzwil,244 g/km,Occasion,G,10.3 l/100km,4,Allrad,4,2006,Benzin,230,schwarz,161500,"\"Ab MFK\"",5,Schaltgetriebe manuell
280.0,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,grau mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,3,2009,Benzin,580,schwarz,59900,"\"Ab MFK\"",5,Automat sequentiell
315.0,PORSCHE,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,grau mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,4,2003,Benzin,450,schwarz,127000,"\"Ab MFK\"",5,Automat sequentiell
351.0,PORSCHE,911,911 Carrera 4,911 Carrera 4,PORSCHE 911 Carrera 4,grau mét.,Coupé,3387,Zuzwil,295 g/km,Occasion,null,12.0 l/100km,2,Allrad,11,1999,Benzin,300,schwarz,47700,"\"Ab MFK\"",4,Schaltgetriebe manuell
406.0,VW,PHAETON,Phaeton 6.0 W12 4Motion,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion,grün mét.,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,11,2002,Benzin,420,anthrazit,43900,"\"Ab MFK\"",4,Automat sequentiell
416.0,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,grün mét.,Cabriolet,4966,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,5,2004,Benzin,306,anthrazit,7600,"\"Ab MFK\"",2,Automat sequentiell
432.0,FERRARI,F360,F360 Spider,F360 Spider,FERRARI F360 Spider,grün mét.,Cabriolet,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,3,2003,Benzin,400,schwarz,53600,"\"Ab MFK\"",2,Automatik-Getriebe
495.0,FERRARI,F430,F430,F430,FERRARI F430,rot,Coupé,4308,Zuzwil,420 g/km,Occasion,G,18.3 l/100km,2,Hinterradantrieb,3,2006,Benzin,486,rot,4400,"\"Ab MFK\"",2,Automatik-Getriebe
555.0,VW,PHAETON,Phaeton 6.0 W12 4Motion,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion,schwarz,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,11,2002,Benzin,420,grau,15900,"\"Ab MFK\"",5,Automat sequentiell
607.0,MERCEDES-BENZ,SLK 230,SLK 230 Kompressor,SLK 230 Kompressor,MERCEDES-BENZ SLK 230 Kompressor,schwarz mét.,Cabriolet,2295,Zuzwil,233 g/km,Occasion,null,9.7 l/100km,2,Hinterradantrieb,5,2002,Benzin,197,schwarz,38700,"\"Ab MFK\"",2,Automatik-Getriebe
630.0,LAMBORGHINI,GALLARDO,Gallardo Superleggera,Gallardo Superleggera,LAMBORGHINI Gallardo Superleggera,schwarz mét.,Coupé,4961,Zuzwil,400 g/km,Occasion,G,17.0 l/100km,2,Allrad,6,2007,Benzin,530,schwarz,42000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
685.0,RENAULT,R12,R12 Gordini,Gordini,RENAULT R12 Gordini,schwarz mét.,Limousine,1565,Zuzwil,null,Occasion,null,null,4,null,4,1972,Benzin,0,schwarz,14873,"\"Ab MFK\"",0,null
766.0,LAND ROVER,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,schwarz mét.,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,11,1995,Benzin,226,grau,70400,"\"Ab MFK\"",5,Automat
